character,nationality
Farmer's Daughter,French
George Henderson,USA
Jacques LaFleur,France
Buck Bonham,USA
Ishaan,India
Suman,India
Nahar Singh,India
Sunny,India
Vijay,India
Priya,India
Rahul,India
Jason,USA
Julie,USA
Alex,USA
Leslie,USA
Ben,USA
Missy,USA
Mary Jane,USA
Kurt,USA
Rosario,Mexico
Alberto,Mexico
Bobby Riley,USA
Bobby's Brothers,USA
Bobby's Sister,USA
Bobby's Boyfriend,USA
Bobby's Lesbian Beard,USA
Otto Frank,Netherlands
Miep Gies,Netherlands
Mr. Kraler,Netherlands
Anne Frank,Netherlands
Margot Frank,Netherlands
Mrs. van Daan,Netherlands
Peter van Daan,Netherlands
Albert Dussell,Netherlands
Wile E. Coyote,USA
Road Runner,USA
Engineer Jim Bludso,USA
Banty Tim,USA
Gabrielle,USA
Kate Taggart,USA
Ben Merrill,USA
Taher Pasha,Egypt
Nawal,Egypt
Mamdouh,Egypt
Khalid,Egypt
Roy Timberlake,USA
Stanley Timberlake,USA
Asa Timberlake,USA
Lavinia Timberlake,USA
Dr. Peter Kingsmill,USA
Craig Fleming,USA
Parry Clay,USA
William Fitzroy,USA
Minerva Clay,USA
Ishaan Nandkishore Awasthi,India
Nandkishore Awasthi,India
Maya Awasthi,India
Yohaan Awasthi,India
Rajan,India
Ram Shankar Nikumbh,India
Lalita Lajmi,India
Nanni Moretti,Italy
Gerardo,Italy
American Tourists,USA
John,USA
Mary,England
Mexican Hairless Dog,Mexico
Pepé Le Pew,France
Hatta Mari,Germany
Pigeon 13,Unknown
Daffy,Unknown
Hitler,Germany
Goebbels,Germany
Goering,Germany
Raju,India
Guddi,India
Seema,India
Chander,India
Leopold Socha,Poland
Toe,USA
Shams,Egypt
Nicholas Urfe,England
Maurice Conchis,Greece
Anne,England
Mirza,Kurdish
Hanare,Kurdish
Leung,undefined
Kaneshiro,undefined
Loren Hardeman Sr.,USA
Loren Hardeman III,USA
Angelo Perino,USA
Lady Bobby Ayres,UK
Bourgeois Family,Spain
General Francisco Franco,Spain
Pianist,unknown
Donor,unknown
Julie Blair,USA
Dr. Baldwin,USA
Lenny,UK
Paul,UK
Hercules,Greece
Hylas,Greece
Acastus,Thessaly
Medea,Colchis
Aeëtes,Colchis
Professor Marnelle,Czech Republic
Von Schweig,Germany
Elsa Marnelle,Czech Republic
British Secret Service Members,Great Britain
Frank Miller,Australia
Ted Jackson,Australia
Dr. Vass,Germany
Merwin Wren,USA
Reverend Clayton Brooks,USA
Edgar Stopworth,USA
Doctor Proctor,USA
Mrs. Wappler,USA
Amos Bush,USA
Alex Rogan,USA
Centauri,Rylos
Maggie Gordon,USA
Beta,unknown
Xur,unnamed planet Rylos
Ambassador Enduran,unnamed planet Rylos
Galan,unnamed planet Rylos
Grig,unnamed planet Rylos
Lord Kril,unnamed planet Rylos
Jack Blake,USA
Granny Gordon,USA
Louis,USA
Dick Ennis,USA
General Kesselring,Germany
Corporal Jack Rabinoff,USA
Kayako Saeki,Japan
Takeo Saeki,Japan
Toshio Saeki,Japan
Peter Kirk,USA
Karen Davis,USA
Jennifer Williams,USA
Matthew Williams,USA
Christophe,France
Pamsy,Unknown
Trainer,Unknown
Chinese Mafia,China
Mickey Mouse,USA
Donald Duck,USA
Pete,USA
Clara Cluck,USA
Clarabelle Cow,USA
Goofy,USA
Bugs Bunny,USA
Yosemite Sam,USA
Smiley,Australia
Joey,Australia
Jim Rankin,Australia
Bill McVitty,Australia
Elena Tejero,Mexico
Ninón Sevilla,Cuba
Tito Junco,Mexico
Andrea Palma,Mexico
Ruben Rojo,Mexico
Henry Warren,USA
Julie Ann Warren,USA
Rad McDowell,USA
Lou McDowell,USA
Reeve Scott,USA
Vivian Thurlow,USA
Pradeep Roy,India
Supriya Choudhury,India
Kushal Chakraborty,India
Rituparna Sengupta,India
Asuka,Japan
Aoki,Japan
Gustav Mahler,Austrian
Alma,Austrian
Cosima Wagner,German
Princess Elisabeth (Sissi),Bavarian
Duke Maximilian Joseph,Bavarian
Princess Ludovika,Bavarian
Emperor Franz Joseph I,Austrian
Archduchess Sophie,Austrian
Néné,Bavarian
"Maximilian Anton, Hereditary Prince of Thurn and Taxis",Bavarian
Anand,USA
Barry Champlain,USA
Becker,USA
Coca-Cola Executive,USA
Tiny Corner Soft Drink Producer,Australia
Pretty Secretary,Australia
Office Manager,Australia
Violent Ex-Husband,Australia
Odd Waiter,Australia
Lionel Aldridge,USA
Annamalai/Josef Fernandez,unknown
Rekha,unknown
Madhavan Menon,unknown
Tyagu,unknown
Ammu Kutty,unknown
Anjali,unknown
David Fernandez,unknown
Rani,unknown
Chandra Bai,unknown
Monika,unknown
Napolean/Thambidurai,unknown
Father,USA
Former Classmate,unknown
Kara Zor-El,Krypton
Zaltar,Krypton
Selena,Earth
Bianca,Earth
Nigel,Earth
Lucy Lane,Earth
Ethan,Earth
Dong-hyun,South Korea
Su-heon,South Korea
George Singleton,England
Ronald Shiner,England
Dr. Edward Pretorius,USA
Dr. Crawford Tillinghast,USA
Dr. Katherine McMichaels,USA
Detective Bubba Brownlee,USA
Dr. Bloch,USA
Prabhu,India
Uma,India
Minister Duray Raj,India
Vaasu,India
Dwarfs Group,Unknown
Guards,Unknown
Director,Unknown
The Grinch,unknown
The Cat in the Hat,unknown
Max,unknown
Tony Naylor,USA
Al Marsh,USA
Jerry Ralby,USA
Stephanie,France
Clarisse,France
Bubbles,USA
Wilfred Morgenhall,England
Herbert Fowle,England
David Lodge,England
Justin McLeod,USA
Chuck,USA
Chuck's Mother,USA
Sheldon,USA
Evelyn,USA
Sheldon's Partner,USA
Ramón Antonio Brizuela,Venezuela
Selvam,Singapore
Hugo Chavez,Venezuela
Opposition Leader,Venezuela
US Imperialist,USA
Hamlet,Denmark
Claudius,Denmark
Gertrude,Denmark
Horatio,Denmark
Polonius,Denmark
Ophelia,Denmark
Laertes,Denmark
Peter 'Tex' Coleman,USA
Lydia Weston,USA
Mac McClure,USA
Marty Allen,USA
Valerie Blayne,USA
Pooch Davis,USA
Marge,USA
Okada Izo,Japan
Hanpeita Takechi,Japan
Ryoma Sakamoto,Japan
Coco Chanel,France
Igor Stravinsky,Russia
Arthur 'Boy' Capel,England
Suzanne,France
Husband,France
Man hired for building,France
David Ray Harris,USA
Randall Dale Adams,USA
Robert W. Wood,USA
Flynn Carsen,USA
Sergei Kubichek,Russia
Professor Lazlo/Vlad Dracula,Romania
Simone Renoir,France
Shukla,India
Yadav,India
Aman,India
Onnabe 1,Japan
Onnabe 2,Japan
Onnabe 3,Japan
Buster McHenry,USA
Hank Storm,Native American
Marino,USA
Tracy,USA
Elliot,USA
Raymond Bettoun,USA
Maurice Bettoun,USA
Roland Bettoun,USA
Eli Bettoun,USA
Derek Bentley,UK
William Bentley,UK
Iris Bentley,UK
"Mabel ""Madea"" Simmons",USA
Lisa,USA
Vanessa,USA
FBI Agent Vukovich,USA
Si-bum,South Korea
Su-kyoung,South Korea
Young-ho,South Korea
Ram Kumar,India
Jagmohan,India
Parvati,India
Johnny Brent,unknown
Iron Lung Maker,unknown
Nanny,unknown
The Stooges,USA
Nell's Belles,USA
Indians,USA
Ji-won,North Korea
Lee Han-gyu,South Korea
Tess Chaykin,USA
Sean Reilly,USA
John Allen,unknown
Bud Clark,unknown
Shirley Day,unknown
Tony,unknown
Annie,unknown
James Carter,USA
Lee,Hong Kong
Ricky Tan,unknown
Agent Sterling,USA
Isabella Molina,USA
Hu Li,unknown
Steven Reign,USA
The Lone Wolf,Unknown
The Society Beauty,Unknown
Sathyaraj,India
Ambika,India
Vijay,Unknown
Sujata,Unknown
Kumar,Unknown
Jayasudha,Unknown
Gangulu,Unknown
Martin Karow (Ickarus),Germany
Erbse,Germany
Dr. Paul,Germany
Ickarus's father,Germany
Vivek,India
Ashok,India
Vidhyadhar,India
Vijay,India
Shekhar,India
Megha,India
Kanyakumari,India
Shankar Patil,India
MLA Indumathi,India
Marthandavarma,India
Aziz,Morocco
Jean-Pierre,France
Valerie,France
Shaggy Rogers,USA
Scooby-Doo,USA
Zhao Xiaoshuai,China
An Hong,China
Liu Delong,China
Mr. Zhang,China
Vinod,Kashmiri
Shiban Lal,Indian
Dan,unknown
Candy,unknown
Casper,unknown
Harry Houdini,USA
Bess,USA
Fante,unknown
Johann Von Schweger,Germany
Otto,unknown
Simms,unknown
Harry's Mother,USA
Medium,unknown
Unnamed Protagonist,unknown
Catfish,unknown
Dominic Toretto,USA
Letty Ortiz,USA
Omar Santos,Dominican Republic
Cara Mirtha,Dominican Republic
Han Seoul-Oh,USA
Fenix Calderon,Dominican Republic
Mia,USA
David Park,USA
Brian O'Conner,USA
Arturo Braga,Mexico
Gisele Yashar,unknown
Dwight Mueller,unknown
Ramon Campos,unknown
Johnny Hitchcock,England
Denver Devlin,England
Chrissie,England
Duggie Eagleton,England
Wheelie,England
Butch,England
Mickey,England
Sal,England
Ron Martini,England
Joey Davies,England
Delilah,England
Georgina Granger,England
Dan Granger,England
David Balfour,Scotland
Ebenezer,Scotland
Captain Hoseason,Scotland
Alan Breck Stewart,Scotland
Charlie Blake,UK
Sara Deever,USA
Alonzo,USA
Richard,USA
Chris Kenner,USA
Johnny Murata,USA
Yoshida,Japan
Minako Okeya,Japan
Angel,USA
Russian Gangsters,Russia
Donald Cameron,Scottish
Mary Cameron,Scottish
David Cameron,Scottish
Veronika Voss,Germany
Robert Krohn,Germany
Henriette,Germany
Dr. Marianne Katz,Germany
Judy Moody,USA
Stink,USA
Aunt Opal,USA
Tony,England
Estella,England
Norman Lindsay,Australia
Rose,Australia
Devlin,Australia
Maid,Australia
Eva,Romania
Lilu,Romania
Andrei,Romania
Tao,China
Taisheng,China
Chen Zhijun,China
Anna,Russia
Qun,China
Wei,China
Niu,China
Wang Lung,Chinese
O-Lan,Chinese
Lotus,Chinese
Revolutionary,Chinese
The Italian,Italy
Michał,Poland
Anna,Poland
Juliuz,Poland
Ahab,USA
Dr. Michelle Herman,USA
Pip,USA
Lieutenant Commander Starbuck,USA
Captain Boomer,USA
Queequeg,USA
Pink Panther,unknown
Vicious Watchdog,unknown
Daisuke Honda,Japan
Yuriko Sawanouchi,Japan
El Borras,Mexico
La Pecas,Mexico
La Pecas' Mother,Mexico
Anthony Gonsalves,fictional
Mona,fictional
Bholi Devi,fictional
Bhikhu,fictional
Rai Bahdur,fictional
Karim,India
Rajah Hamid (Karim's father),India
Rao Rama,India
William Darsay,USA
Janice Darsey,USA
Mrs. Darsey,USA
Dr. Wallace,USA
Stephen Louis,India
Kamalu,India
Karunan,India
Alex,India
John,India
Anjali,India
Beldar Clorhone,Conehead
Prymaat,Conehead
Connie,Conehead
Gorman Seedling,USA
Tony,Japan
Takitani Shozaburo,Japan
Eiko,Japan
Hisako,Japan
Sinatra Caricature,USA
Kathirvel Murugan,India
Sakkarai,India
Sevaka Pandian,India
Nisha,India
Shūhei Hirayama,Japan
Kōichi,Japan
Michiko,Japan
Kazuo,Japan
Kawai,Japan
Horie,Japan
Sugai,Japan
Watanabe,Japan
Nakanishi,Japan
Sakuma,Japan
Tomoko,Japan
Yoshitarō Sakamoto,Japan
Kaoru,Japan
Miura,Japan
Akiko,Japan
He Fengming,China
Wang Jingchao,China
Meenakshi,India
Savitri,India
Chandrasekhar,India
Anne Pouletbon,France
Porky Pig,USA
Daffy Duck,USA
Ling Ling Fat,China
Emperor,China
Gum Tso,China
Jacob McCandles,USA
Martha McCandles,USA
John Fain,USA
Little Jake,USA
James McCandles,USA
Michael,USA
Sam Sharpnose,USA
Buck Duggan,USA
John Goodfellow,USA
Trooper,USA
Breed,USA
Captain Sam Whalan,Caribbean
Sally Clark,USA
Gatson,unknown
Aloysius,unknown
Tun Nila Utama,Pura Cendana
Puspawangi,Pura Cendana
The King,Pura Cendana
Matt Hallett,USA
Paul Adams,USA
Alma,Norway
Memé,Uruguay
Aneta,Uruguay
Andy,Uruguay
Dolores,Uruguay
Carrie White,USA
Margaret White,USA
Sue Snell,USA
Chris Hargensen,USA
Tommy Ross,USA
Miss Collins,USA
Billy Nolan,USA
Maximillian,Caribbean Island
NYPD Detective Rita Veder,USA
Detective Justice,USA
Junior Asparagus,USA
Bob the Tomato,USA
Moses,Egypt
Joshua,Israel
Archibald Asparagus,USA
Pa Grape,USA
Jimmy,USA
Jerry,USA
Resident 1,unknown
Resident 2,unknown
Test Subject,unknown
Harold,Egypt
Kids,USA
Evil Character,Unknown
Kale Brecht,USA
Julie Brecht,USA
Ronnie,USA
Polat Alemdar,Turkey
Moşe Ben Eliyezer,Israel
Sherlock Holmes,UK
Dr. John Watson,UK
Inspector Lestrade,UK
Thorpe Holmes,UK
Miss Ivory,unknown
Thomas Jefferson Geronimo III,USA
Joseph Palermo,Italian
Dick,USA
Jessica,USA
Kevin,UK
Payal Khurana,India
Dr. S. Puri,India
Mrs. Chaudhary,India
Artist,Netherlands
Beatrice,Netherlands
Grandpa Tulip,Netherlands
Tenor,Netherlands
Ko Sun-young,South Korea
Han Dong-soo,South Korea
Aleksandra,Slovenia
Nick Taylor,USA
Jake Gerard,USA
Danny Davis,USA
Comanche Todd,USA
Steve,Greek Australian
Celia,Australian
Arjun,India
Sonia,India
Ansari,India
Nafiza,India
Michael,USA
Fabrizio,Italy
Liuba,Italy
Alessio,Italy
Cherry,Russia
General Zachary Taylor,USA
Lieutenant Tufts,USA
Monk,USA
Captain Quincy Watts,USA
Judy Beckett,USA
Seminole chief Ocala,Seminole
Rev. Henry Biggs,USA
Joe Hamilton,USA
Julia,USA
Dudley,Heaven
Jose Iturbi,Cuba
Ford Coleman,USA
Tripp,USA
James Comey,USA
Gwen,USA
Frank Lovejoy,USA
Tony Curtis,USA
Skip Homeier,USA
Alan Wells,USA
Mary Murphy,USA
Duff Anderson,USA
Josie Dawson,USA
Preacher Dawson,USA
Yoo Ji-Yeon,South Korea
Weronika,Poland
Antek,Poland
Véronique,France
Alexandre Fabbri,France
Gertrude Elion,USA
Ashok Gadgil,India
Michio Kaku,USA
Maja Mataric,USA
Steven Pinker,USA
Karol Sikora,Poland
Patricia Wright,USA
Bugs Bunny,USA
Louis,France
François,France
Ronald Reagan,USA
Ted Healy,USA
Painter,Turkey
Lawyer,Turkey
Doctor,Turkey
Businesswoman,Turkey
Mark,Hong Kong
Ah Cui,Hong Kong
Xu Jing,China
Liu Bai-sheng,China
Song Zi-ming,South Korea
BoBo,South Korea
Liu Hai,China
Gena,USA
Japanese Gunman,Japan
Matriarch,China
Grown Children,China
Lucy,England
Count Dracula,Romania
Thomas Marshall,England
King John,England
Abbot Marcus,England
Baron William d'Aubigny,England
Archbishop Langton,England
Prince Louis,France
Tiberius (Danish leader),Denmark
Dr. Alexander Brown,USA
Benjamin Franklin Gates,USA
Riley Poole,USA
Abigail Chase,USA
Patrick Henry Gates,USA
Ian Howe,USA
Agent Peter Sadusky,USA
Jeffrey Wyatt,USA
Cassie McGuire,USA
"Lisa, Jessie, Megan",USA
Susan Evers,USA
Hawk,USA
David,USA
Nick,USA
Sharon Grand,USA
Bill Grand,USA
"Nicky Ferris, Mary Grand",USA
Brian Carey,USA
Christopher Isherwood,UK
Sally Bowles,UK
Clive Mortimer,USA
Natalia Landauer,Germany
Mike McDermott,USA
Teddy 'KGB',Russia
Jo,USA
Knish,USA
Lester 'Worm' Murphy,USA
Petrovsky,Russia
Colonel Cooper,USA
Camp commander Vinh,Vietnam
Rock Slag,unknown
Bobo and Ollie,unknown
Fred Flintstone,unknown
Barney Rubble,unknown
Wilma Flintstone,unknown
Tanya,unknown
Chief Boulder,unknown
Triple X,unknown
Green Goose,unknown
Bill Smith,USA
Dr. Arnold Mayer,USA
Louise Baltimore,USA
Hubert Minel,Canada
Chantale,Canada
Richard,Canada
Antonin,Canada
Eric,Canada
Bill Robinson,USA
Eklavya,India
Prince Harshwardhan,India
Rani Suhasinidevi,India
Rana Jaywardhan,India
Rana Jyotiwardhan,India
Udaywardhan,India
Princess Nandini,India
Rajjo,India
Pannalal Chohar,India
Catherine Tramell,USA
Kevin Franks,UK
Roy Washburn,UK
Michael Glass,USA
Michelle Broadwin,USA
Denise Glass,USA
Adam Towers,USA
Dicky Pep,unknown
Dr. Gardosh,unknown
Long,Canada
Vanessa,Canada
Ryan,Canada
Patty O'Neill,USA
Donald Gresham,USA
Cynthia,USA
David Slater,USA
Eva Perón,Argentina
Barbara,USA
Claire,USA
Mandy,USA
Photographer,USA
Jay,UK
Claire,UK
Claire's Husband,UK
Harley Davidson,USA
The Marlboro Man,USA
Chance Wilder,USA
Uday Singh Rathod,India
Maya Solomon,India
Cop,USA
Candy,USA
Gossip Columnist,USA
Real Killer,USA
Anton,Sweden
Marianne,Denmark
Elias,Denmark
Christian,UK
Claus,Denmark
Rhonda,USA
Trish,USA
Laura Bartelli,Italian
Marco Tisserand,French
Jeannot,French
Ray,USA
Sophia Loren,Italy
Alan Ladd,USA
Clifton Webb,USA
Donald,USA
Daisy,USA
Huey,USA
Louie,USA
Officer Frank Dooley,USA
Norman Kane,USA
Clarence O'Connell,USA
Maggie,USA
Bruno,USA
Michael Carlino,USA
Lou Brackman,USA
Klepper,USA
Lazarus,USA
Bugs Bunny,USA
Orvil Rich,USA
Maverick,USA
Mr. Nishanath Sen,India
Byomkesh,India
Local Police,India
Jonathan Fischer,Germany
Joa Fischer,Germany
Beth Fischer,Germany
Grandfather,Germany
James Brennan,USA
Tommy Frigo,USA
Bobby,USA
Paulette,USA
Sue O'Malley,USA
Joel,USA
Lisa P.,USA
Mike Connell,USA
Emily 'Em' Lewin,USA
Kelly,USA
Usmarte,German
Bugs Bunny,USA
General Pandemonium,USA
Foghorn Leghorn,USA
Sylvester Slazlo,USA
Kitty Ketty,USA
Captain Louis,USA
Daffy Duck,USA
Duke,USA
Ripcord,USA
General Hawk,USA
Ronnie Jackson,USA
Sam McCloud,USA
Ramu,India
Lakshmi,India
Giri,India
Blaine Rawlings,USA
Briggs Lowry,USA
Eugene Skinner,USA
Reed Cassidy,USA
Moїse Schmidt,France
Ibrahim Demirci,Turkey
Malli,India
DIG Viswanath,India
Chandu,India
Country Boy,USA
Young Girl,Mexico
Young Girl's Father,Mexico
Jealous Woman,Mexico
Marisa,Argentina
Jorge,Argentina
Lucia,Argentina
Lola,Argentina
Marie Adams,USA
Tom Billings,USA
Richard,USA
Eleanor,USA
Mrs Ormstead,USA
Janice Hatch,USA
Sister Ruth,USA
Dunya El-Benini,Netherlands
Desie Koppenol,Netherlands
Monique Koppenol,Netherlands
Pim,Netherlands
Mike,Netherlands
Shamir,Morocco
Hans Schakel,Netherlands
Jeff,Netherlands
Dr. Dinanathan,India
Sophia,India
Wile E.,unknown
Road Runner,unknown
Rocky Mulloy,USA
Delong,USA
Danny Morgan,USA
Nancy,USA
Police Lt. Gus Cobb,USA
Louis Castro,USA
Darlene,USA
Paul Armstrong,USA
Bobby Earl Ferguson,USA
Tanny Brown,USA
Blair Sullivan,USA
Main Character,USA
Jane Grant,USA
Aunt Ina,USA
Natasha Nutley,USA
Eloise,USA
Amanda,USA
Daughters,unknown
Domineering Mother,unknown
James 'Jim' Apperson,USA
Melisande,France
Slim,USA
Bull,USA
Justyn,USA
Harry (Jim's brother),USA
Alfie Elkins,UK
Gilda,UK
Harry,UK
Harry's wife,UK
Ruby,USA
Annie,UK
Comedians,USA
Max Forrester,USA
Sasha,USA
Roy Mathew,abroad
Industrialists and Political Figures,India
Cliff Henderson,USA
Laurie Henderson,USA
Jill Henderson,USA
Albert Brooks,USA
Maya,India
Steven Falcon,USA
Zircon Corporation,USA
Natalia,Colombia
Vicky,Colombia
Pianist,Colombia
New Waitress,Colombia
Paola,Colombia
Padre Ernesto,Colombia
Housekeeper,Colombia
Kunhikuttan,India
Subhadra,India
Kunhikuttan's Father,India
Mr. Hyde/Dr. Jekyll,UK
John Utterson,UK
Dr. Lanyon,UK
Inspector Stoddard,UK
Edward Jekyll,UK
Lynn,UK
Michaels,UK
Edward's Adoptive Father,UK
Midge O'Hara,USA
Cherry Blow,USA
Jack Chalvey,USA
Elmer Watkins,USA
Henry Rockwell,USA
Daniel Boone,USA
British Forces Leader,UK
Prabhu,India
Vaidehi,India
Shannon Johnson,USA
Joshua Yanke,USA
Michael Maldonado,USA
Douglas Vest Jr.,USA
Diane Borchardt,USA
Chrysagon de la Cruex,Norman
Draco,Norman
Bronwyn,Norman
Gertie,USA
Antonio,foreigner
Jerome Herman 'Dizzy' Dean,USA
Patricia Nash,USA
Frankie Frisch,USA
Johnny Kendall,USA
Auto Mechanic,Turkey
Retired Military Officer,Turkey
Retired Military Officer's Wife,Turkey
Emotionally Volatile Bachelor,Turkey
Galip,Turkey
Rosa,Cuba
Taylor,USA
Heymann,UK
Dr. Freeman,USA
Salome,unknown
Tallulah,USA
Film Director,Czech Republic
Inexperienced Young Actress,Unknown
Czech Immigrant,Czech Republic
Tony Cox,USA
Michael McDonald,USA
Tim Street,USA
Sid Soupir,France
Angie,France
Pierre,France
Virgile,France
Clemence,France
Margot,France
Tiger,France
Mr. Mazeau,France
Ryouko Kagami,Japan
Tejima,Japan
Nao Niigaki,Japan
Kitura Family,Japan
Komori,Japan
Kang Sang-byeong,South Korea
Black Immigrant,Dahomey
Lowell Thomas,USA
Fred Waller,USA
Robert L. Bendick,USA
Merian C. Cooper,USA
Latino San Francisco Poet,USA
Brother,USA
Dying Father,USA
Laura,unknown
Ali Ozkan,Turkey
Thomas,Germany
Father Brown,UK
Flambeau,fictional
Policeman,fictional
James 'Sonny' Crockett,USA
Ricardo 'Rico' Tubbs,USA
Alonzo Stevens,USA
John Fujima,USA
Jose Yero,Colombia
Archangel de Jesus Montoya,Colombia
Isabella,Cuba
Trudy,USA
Leonetta Stevens,USA
Robin Longstride,English
Allan A'Dayle,English
Will Scarlett,English
Little John,English
Sir Godfrey,English
Richard Loxley,English
King John,English
Lady Marian,English
Brendan Frye,USA
Emily Kostich,USA
The Pin,USA
Dode,USA
Brain,USA
Brad Bramish,USA
Laura,USA
Tug,USA
Gail,UK
Sir Gregory,UK
Mist,UK
Storm,UK
Drift,UK
Auntie Swift,UK
Ernie,UK
Auntie Fern,UK
Uncle Jake,UK
The Boss,UK
Macphereson,UK
Macvicor,UK
Carl Denham,USA
Captain Englehorn,USA
Nils Helstrom,Norway
Hilda,unknown
Ripley,unknown
Ash,unknown
Dallas,unknown
Kane,unknown
Parker,unknown
Lambert,unknown
Mother (MU/TH/UR 6000),unknown
Gabby Gator,USA
Woody Woodpecker,USA
Mark,USA
Anna,France
Wealthy Woman (Roommate),USA
Opera Singer (Roommate),USA
Father George Khan,Pakistan
Sajid,Pakistan
Sebastian,Unknown
Ulf,Unknown
Female friend,Unknown
Project Director,Chile
Guillermo,Chile
Russian Scientist,Russia
Cosmonaut,Russia
Indio,Mexico
Brianda,Mexico
Indio's Dad,Mexico
Aunt Fanny,Robot City
Fender,Robot City
Zinc,Robot City
Tammy,Robot City
Hacky,Robot City
Old Lady-Bot,Robot City
Jack Wrangler,USA
Afzel,Egypt
Sutekh,Egypt
Danny O'Shea,Ireland
Kevin O'Shea,Ireland
Becky 'Icebox' O'Shea,USA
Rashid Hanon,USA
Tad Simpson,USA
Rudy Zolteck,USA
Nubie,USA
Junior Floyd,USA
Patty,USA
Spike Hammersmith,USA
Mike Hammersmith,USA
Debbie O'Shea,USA
Orville and Wilbur,USA
John Madden,USA
Emmitt Smith,USA
Bruce Smith,USA
Tim Brown,USA
Steve Emtman,USA
Ray Bradstone,USA
Sally,USA
Lynne,USA
Phillip Larue,USA
Lou Andreas-Salome,Russia
Friedrich Nietzsche,Germany
Dr. Josef Breuer,Austria
Sigmund Freud,Austria
Bertha Pappenheim,Austria
Paul Rée,Germany
Cyrus Norman,USA
Miss Lu,USA
Joyce Norman,USA
Fred Blythe,USA
Aunt Susan,USA
Wally Campbell,USA
The Cat (Charles Wilder),USA
Mr. Crosby,USA
Security Guard,USA
Sabina Spielrein,Russian
Carl Jung,Swiss
Sigmund Freud,Austrian
Otto Gross,German
Billy Madison,USA
Eric Gordon,USA
Veronica Vaughn,USA
Brian Madison,USA
Max Anderson,USA
Jan Rudinski,Poland
Rajka,Serbia
Barbulovic,Serbia
Fatima,Serbia
Toufic,Lebanon
Jenna,USA
Jenna's Mother,USA
Jenna's Father,USA
Mohana Krishnan,India
C.K.,India
Ramavarma Thampuram,India
Kaithapram,India
Deven Chaudhary,India
Raj,India
Rakesh Kapoor,India
Priya,India
Kartar Singh,India
Inspector Khurana,India
Bill Schmidt,USA
Martha Wayne,USA
Hal,USA
Mike,USA
Tony,USA
Sadko,Russian
Charlie Mason,USA
Maison Lafitte hostess Jackie,USA
Robert Manette,USA
Abigail,USA
Ajay,India
Jia,India
Sharad,India
Nihal,India
Neha,India
Gupte,India
Will Denton,USA
Captain Moriz,Argentina
Felipe,Argentina
Captain Jonathan Kongre,Unknown
Montefiore,Italian
Arabella,English
Ira Wells,USA
Harry Regan,USA
Birdwell,USA
Lamar,USA
Margo Sperling,USA
Charlie Hatter,USA
Mithun Chakraborty,India
Raj Babbar,India
Sonam,India
Shreedhara,India
Shakti Kapoor,India
Moushmi Chatterjee,India
Anupam Kher,India
Billy,England
Angela,England
Dr. Lawrence,England
Ayah,India
Geoffery Hunter,England
Daphne Hunter,England
Steven Craven,USA
Nico Bradley,USA
Emma,USA
Ross,USA
Sarah,USA
Peter,USA
Kate,USA
Devadevan,India
Mustafa,India
Nancy,India
David Abraham,Dubai
Harikrishnan,India
Saraswati,India
Koshy,India
Captain Clarence Oveur,USA
First Officer Dunn,USA
Navigator Dave Unger,USA
Elaine Dickinson,USA
Simon Kurtz,USA
Ted Striker,USA
Steven McCroskey,USA
Joe Seluchi,USA
Cmdr. Buck Murdock,USA
Jérôme Crainquebille,France
Policeman,France
Young Street Boy,France
Barter,Mongolia
Young Girl,Mongolia
Wrestling Coach,Mongolia
Beauregard Bottomley,USA
Gwenn,USA
Happy Hogan,USA
Dr. Davide Piso,Italy
Saturnia,Italy
Hexabor of Ur,Mesopotamia
Jack Hardy,UK
Alan Cassidy,UK
Commander Travis,UK
Commander Byrnes,UK
Ben Greene,USA
Carly Matthews-Portland,USA
Allan,USA
Fiona Delgrazia,France
Professor,unknown
Franz,unknown
Alraune,unknown
Viscount,unknown
Aryan Pandit,India
Papad,India
Mushy,India
Chicken,India
Matka Rajan,India
Baba,India
Mamta Shekari,India
Dilnawaaz,India
Lyn Lesley,USA
Jed Towers,USA
Nell Forbes,USA
Eddie,USA
Ruth Jones,USA
Peter Jones,USA
Caddie,Australia
Peter,Greece
Maj. John Hardesty,USA
